review_id,customer_name,age,brand,model,price_usd,price_local,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,Cluster,Cluster_Name
3059,4111,32,4,15,327.07,14713,3,1.38,3.0,1,2,0,179,True,3,3,4,2,2,1,3,2,Premium Phones
3060,43112,26,1,12,1012.33,45650,6,83.0,2.0,0,4,2,583,True,1,1,3,2,1,0,4,3,Gaming Phones
3061,6979,18,1,12,1016.42,18516,3,1.38,4.0,1,2,0,427,True,4,4,2,4,3,1,3,0,Budget Phones
3062,1451,26,5,2,1396.07,18516,2,5.7,3.0,0,1,3,829,True,2,1,2,3,3,6,1,2,Premium Phones
3063,8379,33,4,16,452.21,30081,0,3.67,4.0,2,5,0,420,True,3,4,3,3,4,4,4,0,Budget Phones
3064,41797,26,5,4,1128.49,8168,1,1.53,3.0,1,0,0,1020,False,2,4,2,2,2,1,1,2,Premium Phones
3065,40645,18,5,2,637.585,10725,1,1.53,5.0,2,0,0,658,True,4,5,5,5,4,4,3,0,Budget Phones
3066,19678,38,5,2,703.64,31976,0,3.67,3.0,1,5,0,340,True,4,1,2,4,3,2,2,2,Premium Phones
3067,11247,39,4,15,599.31,43543,6,83.0,2.0,1,4,2,180,True,3,2,1,3,3,3,1,3,Gaming Phones
3068,2840,30,2,14,609.83,43623,6,83.0,3.0,2,4,2,868,True,2,2,2,1,3,4,3,3,Gaming Phones
3069,13808,30,4,15,358.26,36344,4,0.93,4.0,2,3,1,1073,True,2,4,3,3,3,4,4,0,Budget Phones
3070,21797,26,2,6,682.4,31833,0,3.67,3.0,2,5,0,566,True,2,1,2,2,3,2,4,2,Premium Phones
3071,40717,44,3,9,740.18,20992,2,5.7,5.0,2,1,3,792,False,4,5,5,4,5,8,1,0,Budget Phones
3072,6783,18,6,5,632.84,16835,3,1.38,2.0,0,2,0,576,True,2,1,1,1,1,3,4,2,Premium Phones
3073,22528,18,4,15,596.42,11346,1,1.53,1.0,0,0,0,116,True,1,1,1,1,1,2,2,2,Premium Phones
3074,29466,24,1,12,883.06,7201,1,1.53,3.0,2,0,0,13,True,2,3,1,3,2,0,2,2,Premium Phones
3075,24642,23,4,16,321.56,24247,5,0.78,1.0,1,6,0,287,True,2,1,1,1,1,2,3,2,Premium Phones
3076,32875,28,6,13,430.98,2307,7,1.0,4.0,2,7,0,335,True,4,2,3,3,3,5,4,1,Mid Range Phones
3077,10250,19,0,19,1278.92,34118,0,3.67,2.0,1,5,0,366,True,2,1,2,1,2,1,2,2,Premium Phones
3078,45737,26,4,16,533.8,18516,6,83.0,2.0,1,4,2,158,False,2,2,2,2,3,2,4,3,Gaming Phones
3079,43500,24,3,7,700.52,44184,6,83.0,2.0,1,4,2,680,True,1,2,1,1,1,3,1,3,Gaming Phones
3080,28181,37,1,10,714.63,18516,4,0.93,2.0,2,3,1,533,True,1,2,2,2,1,3,1,2,Premium Phones
3081,26124,19,6,17,559.34,25879,5,0.78,4.0,2,6,0,252,False,4,2,3,4,2,10,4,1,Mid Range Phones
3082,21862,34,4,16,572.51,16439,3,1.38,1.0,0,2,0,508,True,1,1,1,1,1,3,1,2,Premium Phones
3083,13582,28,3,9,698.58,26874,5,0.78,4.0,2,6,0,115,True,4,2,3,4,3,3,4,1,Mid Range Phones
3084,17910,31,4,16,280.56,35978,4,0.93,2.0,2,3,1,1076,False,1,2,1,1,1,2,3,2,Premium Phones
3085,30173,22,5,3,726.84,11694,3,1.38,5.0,2,2,0,149,True,4,4,4,4,5,2,4,0,Budget Phones
3086,18630,43,2,0,354.05,36319,4,0.93,1.0,2,3,1,275,True,1,2,1,1,1,1,0,2,Premium Phones
3087,14869,40,3,8,784.08,39241,4,0.93,4.0,2,3,1,302,False,4,5,3,4,3,5,1,0,Budget Phones
3088,34153,29,2,6,637.585,20999,2,5.7,4.0,2,1,3,292,True,5,3,5,2,5,5,2,0,Budget Phones
3089,20747,39,5,4,678.63,31804,0,3.67,2.0,0,5,0,329,True,1,1,1,1,1,2,3,2,Premium Phones
3090,23450,28,5,2,764.89,21131,2,5.7,5.0,2,1,3,185,True,5,5,5,4,4,4,4,0,Budget Phones
3091,33576,29,6,5,637.585,24682,5,0.78,3.0,0,6,0,498,True,1,1,2,2,1,2,1,2,Premium Phones
3092,9800,33,6,17,414.53,18516,2,5.7,3.0,1,1,3,497,True,2,2,3,3,3,1,0,2,Premium Phones
3093,1844,39,5,3,909.54,7332,1,1.53,2.0,1,0,0,700,False,1,3,1,2,1,1,3,2,Premium Phones
3094,23007,18,1,11,869.83,5350,7,1.0,3.0,2,7,0,138,False,3,1,3,2,3,5,4,1,Mid Range Phones
3095,26454,30,5,3,637.585,27530,5,0.78,4.0,2,6,0,841,True,3,2,4,3,2,3,0,1,Mid Range Phones
3096,26075,41,6,17,238.39,17637,2,5.7,2.0,1,1,3,988,True,1,1,2,4,4,1,3,2,Premium Phones
3097,8350,26,4,16,313.06,24209,5,0.78,1.0,0,6,0,265,True,1,1,2,1,3,3,3,2,Premium Phones
3098,28012,18,0,20,956.0,22076,2,5.7,5.0,1,1,3,188,True,3,3,4,5,4,2,0,0,Budget Phones
3099,5650,26,1,12,606.54,11404,1,1.53,4.0,2,0,0,782,True,2,3,3,4,4,0,1,0,Budget Phones
3100,43568,31,5,3,417.43,42149,6,83.0,3.0,2,4,2,97,True,1,1,4,3,2,4,3,3,Gaming Phones
3101,470,18,0,19,1483.81,23630,5,0.78,4.0,2,6,0,727,False,3,3,2,5,4,3,3,1,Mid Range Phones
3102,42427,20,2,0,445.74,10174,1,1.53,4.0,2,0,0,467,True,4,3,5,3,4,8,0,0,Budget Phones
3103,34176,22,5,4,1110.59,22633,2,5.7,3.0,2,1,3,779,False,2,2,2,3,1,10,2,0,Budget Phones
3104,16892,20,0,19,1478.71,965,7,1.0,2.0,1,7,0,579,True,1,1,3,1,2,2,0,2,Premium Phones
3105,14101,38,0,20,1386.42,35428,4,0.93,4.0,2,3,1,871,False,3,3,2,2,4,3,1,0,Budget Phones
3106,31718,31,0,20,1268.57,28961,5,0.78,4.0,2,6,0,365,True,4,5,3,4,4,4,0,1,Mid Range Phones
3107,26844,25,6,17,576.37,11180,1,1.53,3.0,2,0,0,399,True,2,2,1,3,2,8,4,0,Budget Phones
3108,12501,55,4,16,268.49,35916,4,0.93,3.0,2,3,1,1024,True,3,4,2,4,3,7,1,0,Budget Phones
3109,28803,34,1,11,979.57,28204,5,0.78,3.0,2,6,0,880,True,1,2,2,2,2,6,4,2,Premium Phones
3110,8375,18,1,12,1076.89,22532,2,5.7,4.0,2,1,3,394,True,2,3,2,4,4,3,3,0,Budget Phones
3111,37205,37,0,21,1309.35,699,7,1.0,5.0,2,7,0,998,True,5,3,4,5,5,4,2,1,Mid Range Phones
3112,19626,27,1,12,564.62,3410,7,1.0,5.0,2,7,0,622,False,4,2,4,5,4,3,0,1,Mid Range Phones
3113,5284,35,2,14,296.05,1492,7,1.0,3.0,2,7,0,514,False,2,4,3,2,2,7,4,1,Mid Range Phones
3114,37378,38,5,4,553.53,37696,4,0.93,3.0,0,3,1,432,True,2,2,5,2,2,3,0,2,Premium Phones
3115,22111,29,4,15,445.93,2420,7,1.0,2.0,0,7,0,273,True,2,1,1,3,2,1,4,2,Premium Phones
3116,33166,35,6,5,382.92,41946,6,83.0,3.0,1,4,2,15,True,5,2,1,3,1,1,1,3,Gaming Phones
3117,25083,30,3,8,993.37,28266,5,0.78,5.0,2,6,0,660,True,4,4,4,3,5,5,4,1,Mid Range Phones
3118,45281,25,5,3,1032.58,45733,6,83.0,3.0,1,4,2,149,True,2,3,2,2,4,0,3,3,Gaming Phones
3119,38542,21,3,8,822.29,12194,3,1.38,5.0,2,2,0,559,False,4,5,5,5,5,6,0,0,Budget Phones
3120,34175,34,4,15,297.15,17931,2,5.7,3.0,2,1,3,815,True,3,3,1,4,1,6,0,0,Budget Phones
3121,29298,41,2,14,227.94,41115,6,83.0,1.0,0,4,2,515,True,1,1,1,1,1,0,4,3,Gaming Phones
3122,12947,32,5,4,639.61,20357,2,5.7,5.0,2,1,3,341,True,5,5,4,5,5,3,0,0,Budget Phones
3123,31421,25,5,4,480.53,15722,3,1.38,2.0,1,2,0,78,True,1,2,1,4,1,3,1,2,Premium Phones
3124,2485,18,1,11,769.1,4863,7,1.0,5.0,2,7,0,172,True,3,5,5,3,4,7,4,1,Mid Range Phones
3125,39968,32,0,18,1379.44,23178,2,5.7,3.0,2,1,3,926,False,2,3,4,4,4,5,1,0,Budget Phones
3126,13273,28,0,19,1004.44,13047,3,1.38,4.0,2,2,0,377,True,4,4,3,3,4,5,3,0,Budget Phones
3127,13257,21,4,15,288.05,1451,7,1.0,2.0,0,7,0,1025,True,3,1,1,1,1,1,3,2,Premium Phones
3128,28949,32,6,13,677.69,4292,7,1.0,3.0,2,7,0,608,True,1,1,4,1,2,6,1,1,Mid Range Phones
3129,24887,36,6,5,234.8,34621,0,3.67,5.0,2,5,0,859,True,5,2,5,5,4,5,4,0,Budget Phones
3130,5339,18,2,14,222.2,8898,1,1.53,3.0,2,0,0,822,True,2,2,4,4,4,3,0,0,Budget Phones
3131,11174,18,1,12,933.28,39919,4,0.93,4.0,2,3,1,127,True,3,2,1,4,2,1,4,0,Budget Phones
3132,12943,30,1,11,1092.62,22582,2,5.7,2.0,1,1,3,11,False,1,1,3,1,1,1,1,2,Premium Phones
3133,33119,32,3,7,489.88,19164,2,5.7,4.0,2,1,3,393,True,4,3,3,3,4,7,2,0,Budget Phones
3134,2454,19,3,7,813.91,32581,0,3.67,4.0,1,5,0,909,True,4,3,3,2,4,2,3,0,Budget Phones
3135,29320,22,4,16,332.57,18112,2,5.7,3.0,2,1,3,408,False,1,3,3,3,3,2,4,0,Budget Phones
3136,31148,24,1,11,707.72,26929,5,0.78,2.0,0,6,0,979,True,1,1,1,3,1,3,1,2,Premium Phones
3137,10155,44,5,2,647.92,31587,0,3.67,4.0,2,5,0,411,True,3,3,4,5,3,3,0,0,Budget Phones
3138,21278,32,1,12,617.99,11477,1,1.53,5.0,2,0,0,931,True,5,5,4,5,5,3,4,0,Budget Phones
3139,44845,24,4,15,244.73,34661,0,3.67,4.0,2,5,0,441,True,5,5,3,4,5,4,0,0,Budget Phones
3140,43443,43,0,20,1403.41,35459,4,0.93,2.0,1,3,1,525,True,2,1,1,2,1,5,4,2,Premium Phones
3141,12692,22,6,13,624.77,38246,4,0.93,4.0,2,3,1,1062,True,4,3,2,5,4,2,4,0,Budget Phones
3142,3582,37,6,17,513.8,42797,6,83.0,5.0,2,4,2,984,True,5,5,4,5,5,1,4,3,Gaming Phones
3143,19768,22,3,7,688.62,6182,1,1.53,3.0,1,0,0,85,True,1,2,3,2,1,4,2,2,Premium Phones
3144,437,46,0,18,803.04,39342,4,0.93,1.0,0,3,1,1090,True,1,1,1,1,1,1,2,2,Premium Phones
3145,20142,18,2,6,637.14,18516,1,1.53,2.0,1,0,0,280,True,1,1,1,1,3,1,0,2,Premium Phones
3146,36744,32,2,14,693.43,18516,7,1.0,4.0,2,7,0,493,True,5,3,5,4,4,8,0,1,Mid Range Phones
3147,12218,38,0,21,1364.75,35383,4,0.93,3.0,1,3,1,1075,True,2,3,3,4,3,1,3,0,Budget Phones
3148,5007,37,4,16,243.19,41191,6,83.0,4.0,2,4,2,591,True,2,4,4,2,2,8,1,3,Gaming Phones
3149,31142,20,5,4,1274.9,28977,5,0.78,3.0,1,6,0,537,True,4,1,3,3,3,2,2,1,Mid Range Phones
3150,17638,22,1,10,947.65,45378,6,83.0,4.0,2,4,2,455,True,3,2,4,3,5,5,2,3,Gaming Phones
3151,20965,18,3,7,516.75,2982,7,1.0,4.0,2,7,0,356,True,1,5,3,2,3,7,0,1,Mid Range Phones
3152,30308,18,1,10,898.91,12565,3,1.38,3.0,2,2,0,232,True,3,4,2,2,3,1,0,0,Budget Phones
3153,29459,22,1,12,553.98,30883,0,3.67,5.0,2,5,0,408,True,5,5,5,5,5,5,4,0,Budget Phones
3154,17676,51,2,0,691.89,44133,6,83.0,2.0,1,4,2,1093,True,2,1,3,1,2,3,1,3,Gaming Phones
3155,24526,18,0,19,936.44,12734,3,1.38,1.0,0,2,0,415,True,1,1,1,1,1,2,4,2,Premium Phones
3156,21824,18,0,21,1394.13,18516,3,1.38,5.0,2,2,0,573,True,4,3,5,5,5,5,1,0,Budget Phones
3157,16739,42,1,11,578.46,16486,3,1.38,5.0,2,2,0,243,True,5,4,5,5,4,4,0,0,Budget Phones
3158,44507,26,0,20,1314.23,40671,6,83.0,3.0,2,4,2,692,True,2,2,2,4,1,5,1,3,Gaming Phones
3159,5223,36,0,19,981.63,18516,3,1.38,5.0,2,2,0,637,False,4,4,3,5,5,6,1,0,Budget Phones
3160,17014,26,0,18,815.96,39388,4,0.93,4.0,2,3,1,1024,False,5,4,5,2,5,9,4,0,Budget Phones
3161,22887,37,5,3,592.59,20048,2,5.7,2.0,1,1,3,784,True,2,1,2,1,3,2,4,2,Premium Phones
3162,44191,28,1,11,848.55,7045,1,1.53,2.0,2,0,0,413,False,3,2,2,2,1,2,4,2,Premium Phones
3163,34622,18,5,1,446.19,2422,7,1.0,4.0,2,7,0,729,True,3,3,2,5,4,5,4,1,Mid Range Phones
3164,23945,31,2,6,435.62,24958,5,0.78,3.0,2,6,0,942,True,4,1,4,1,3,4,3,1,Mid Range Phones
3165,42627,33,2,0,762.97,4829,7,1.0,5.0,2,7,0,427,True,5,5,5,4,3,3,3,1,Mid Range Phones
3166,24902,20,4,16,348.55,29365,0,3.67,4.0,2,5,0,824,True,3,3,3,5,4,5,4,0,Budget Phones
3167,11028,22,6,5,448.15,36903,4,0.93,2.0,1,3,1,868,True,2,3,3,1,1,2,0,2,Premium Phones
3168,31220,19,6,5,514.5,25544,5,0.78,5.0,2,6,0,500,True,3,5,5,5,4,4,2,1,Mid Range Phones
3169,29275,50,0,20,637.585,432,7,1.0,5.0,2,7,0,499,True,4,5,5,5,4,4,2,1,Mid Range Phones
3170,11621,29,5,3,708.37,26934,5,0.78,4.0,2,6,0,903,True,3,5,4,2,3,6,3,1,Mid Range Phones
3171,37561,39,6,17,364.96,24488,5,0.78,2.0,1,6,0,693,False,2,2,2,1,3,4,4,2,Premium Phones
3172,45625,30,5,1,974.26,33313,0,3.67,5.0,2,5,0,848,True,5,3,5,4,5,6,2,0,Budget Phones
3173,14438,40,1,10,786.19,12030,3,1.38,1.0,0,2,0,504,True,2,1,1,1,1,3,2,2,Premium Phones
3174,9135,34,1,11,735.94,27116,5,0.78,3.0,1,6,0,668,True,2,3,1,1,3,1,3,2,Premium Phones
3175,220,31,4,16,182.22,23647,5,0.78,5.0,2,6,0,981,True,5,4,3,4,3,6,0,1,Mid Range Phones
3176,22195,37,3,9,531.95,10805,1,1.53,3.0,2,0,0,793,True,2,3,2,4,3,4,1,0,Budget Phones
3177,23380,29,3,8,605.84,43592,6,83.0,5.0,2,4,2,859,True,5,4,5,4,4,8,2,3,Gaming Phones
3178,43468,27,6,5,405.04,36624,4,0.93,4.0,2,3,1,658,True,4,4,3,3,3,7,2,0,Budget Phones
3179,40878,39,4,15,230.98,18516,1,1.53,3.0,1,0,0,178,True,2,2,5,3,3,1,0,0,Budget Phones
3180,30591,28,4,16,283.41,1432,7,1.0,3.0,2,7,0,187,True,3,4,3,2,2,3,2,1,Mid Range Phones
3181,43733,32,4,16,459.45,15561,3,1.38,4.0,1,2,0,556,False,4,3,4,4,4,1,0,0,Budget Phones
3182,38525,40,5,3,567.97,11117,1,1.53,1.0,0,0,0,784,True,1,1,1,2,1,4,1,2,Premium Phones
3183,33020,22,5,1,684.9,4347,7,1.0,3.0,2,7,0,282,True,2,1,2,1,3,5,1,1,Mid Range Phones
3184,20781,34,4,15,186.06,14061,3,1.38,4.0,2,2,0,133,True,5,2,4,2,5,5,1,0,Budget Phones
3185,11575,18,1,11,522.81,25609,5,0.78,3.0,2,6,0,250,True,3,2,2,4,2,6,3,1,Mid Range Phones
3186,24932,51,6,13,546.05,30811,0,3.67,4.0,2,5,0,678,True,4,4,3,4,3,0,4,0,Budget Phones
3187,24990,32,6,17,212.94,8856,1,1.53,4.0,2,0,0,266,True,3,3,4,2,2,4,4,0,Budget Phones
3188,40340,44,4,16,339.02,18148,2,5.7,1.0,0,1,3,318,False,2,1,1,1,1,2,3,2,Premium Phones
3189,32698,42,6,13,531.02,42945,6,83.0,4.0,2,4,2,783,True,3,5,3,5,4,6,4,3,Gaming Phones
3190,18037,33,5,2,1334.93,35330,4,0.93,5.0,2,3,1,526,True,5,5,5,5,4,6,4,0,Budget Phones
3191,22881,35,6,13,202.68,17458,2,5.7,5.0,2,1,3,636,True,5,5,5,5,4,4,1,0,Budget Phones
3192,3889,41,3,8,468.2,15623,3,1.38,3.0,2,2,0,869,True,1,2,3,3,1,9,0,0,Budget Phones
3193,27778,39,3,9,621.92,20227,2,5.7,3.0,1,1,3,253,True,3,3,5,4,2,3,0,0,Budget Phones
3194,39499,18,1,10,681.27,44076,6,83.0,3.0,2,4,2,493,True,3,3,3,3,5,7,0,3,Gaming Phones
3195,30339,27,1,11,853.3,32749,0,3.67,4.0,2,5,0,233,True,3,3,3,3,1,5,3,0,Budget Phones
3196,33489,42,2,14,535.45,10832,1,1.53,3.0,2,0,0,1062,True,3,2,3,3,1,7,0,0,Budget Phones
3197,16032,35,1,11,952.48,40002,4,0.93,3.0,2,3,1,104,True,2,2,4,1,3,9,4,0,Budget Phones
3198,25577,29,3,7,903.93,39776,4,0.93,2.0,2,3,1,672,True,1,1,1,1,2,5,4,2,Premium Phones
3199,7377,25,5,2,821.27,32602,0,3.67,4.0,2,5,0,276,True,4,5,4,3,3,4,3,0,Budget Phones
3200,19218,33,1,10,605.65,3775,7,1.0,3.0,2,7,0,25,True,3,4,4,2,2,6,1,1,Mid Range Phones
3201,30900,18,6,13,570.59,31025,0,3.67,5.0,2,5,0,446,False,4,3,3,5,5,7,2,0,Budget Phones
3202,20916,48,1,10,878.95,12455,3,1.38,5.0,2,2,0,173,False,4,4,5,4,5,7,4,0,Budget Phones
3203,8401,32,0,21,1329.58,35321,4,0.93,3.0,2,3,1,818,False,4,1,3,2,3,3,2,0,Budget Phones
3204,18237,29,2,0,468.91,19000,2,5.7,3.0,1,1,3,1024,True,4,1,3,4,2,3,4,0,Budget Phones
3205,5996,45,1,12,999.21,5950,7,1.0,2.0,1,7,0,728,True,1,1,1,1,2,0,1,2,Premium Phones
3206,13015,31,5,2,1287.56,18516,2,5.7,3.0,2,1,3,167,True,2,3,1,3,4,11,0,0,Budget Phones
3207,6773,26,5,4,637.585,3395,7,1.0,2.0,1,7,0,769,True,3,1,2,1,2,0,1,2,Premium Phones
3208,24048,18,4,15,246.04,1262,7,1.0,4.0,2,7,0,710,True,2,4,2,4,2,3,2,1,Mid Range Phones
3209,13875,43,3,8,637.585,20183,2,5.7,5.0,2,1,3,272,True,5,4,4,5,4,6,2,0,Budget Phones
3210,43930,35,0,21,1181.0,46082,6,83.0,3.0,2,4,2,198,True,2,3,3,1,4,1,2,3,Gaming Phones
3211,2111,37,5,1,496.42,19211,2,5.7,1.0,0,1,3,174,True,1,1,2,1,1,1,3,2,Premium Phones
3212,9614,18,2,14,269.23,1374,7,1.0,4.0,2,7,0,598,False,4,2,5,4,4,4,0,1,Mid Range Phones
3213,16927,21,5,4,1101.74,18516,4,0.93,1.0,1,3,1,504,False,1,1,1,1,2,0,2,2,Premium Phones
3214,1144,19,0,18,727.1,20926,2,5.7,4.0,2,1,3,14,True,4,3,3,3,3,5,2,0,Budget Phones
3215,32886,34,2,14,328.76,1678,7,1.0,1.0,0,7,0,285,True,1,1,1,2,1,0,2,2,Premium Phones
3216,27527,28,0,18,1270.16,35215,4,0.93,5.0,2,3,1,305,True,5,4,4,4,5,4,1,0,Budget Phones
3217,22940,37,3,7,547.78,30825,0,3.67,3.0,0,5,0,435,True,3,4,3,4,2,3,3,0,Budget Phones
3218,42752,18,6,17,388.23,15059,3,1.38,3.0,1,2,0,492,True,1,3,1,2,3,0,4,2,Premium Phones
3219,9226,39,1,12,879.37,12456,3,1.38,2.0,1,2,0,913,True,2,1,1,3,2,3,1,2,Premium Phones
3220,28749,50,4,15,597.61,11352,1,1.53,5.0,2,0,0,1065,False,4,5,5,5,5,7,4,0,Budget Phones
3221,8262,26,0,21,861.13,39588,4,0.93,3.0,2,3,1,422,True,2,4,2,3,3,4,2,0,Budget Phones
3222,6326,32,2,6,415.03,18632,2,5.7,4.0,2,1,3,925,True,3,3,5,4,2,4,2,0,Budget Phones
3223,41296,26,3,8,847.28,5255,7,1.0,3.0,2,7,0,655,True,1,2,1,3,4,2,0,1,Mid Range Phones
3224,1905,46,0,18,895.17,12546,3,1.38,3.0,2,2,0,576,True,4,4,1,4,5,6,1,0,Budget Phones
3225,35109,22,2,0,489.26,19159,2,5.7,5.0,2,1,3,499,True,4,5,5,3,4,2,3,0,Budget Phones
3226,35575,32,3,8,425.71,2266,7,1.0,2.0,0,7,0,855,True,1,2,2,2,1,2,4,2,Premium Phones
3227,21852,20,0,19,899.09,5472,7,1.0,5.0,2,7,0,164,False,3,5,4,5,5,4,2,1,Mid Range Phones
3228,22582,18,4,15,315.18,9341,1,1.53,5.0,2,0,0,209,True,3,5,3,3,4,5,2,0,Budget Phones
3229,380,28,0,21,1150.78,431,7,1.0,4.0,2,7,0,559,True,5,3,3,3,5,3,0,1,Mid Range Phones
3230,21137,45,0,18,976.28,33327,0,3.67,3.0,1,5,0,594,True,4,2,2,2,3,3,4,2,Premium Phones
3231,30970,28,6,17,210.9,17501,2,5.7,2.0,0,1,3,211,True,1,3,3,3,4,4,2,2,Premium Phones
3232,26610,40,4,16,225.86,34586,0,3.67,4.0,2,5,0,865,True,3,4,4,3,4,5,3,0,Budget Phones
3233,45408,30,0,20,787.64,44672,6,83.0,4.0,2,4,2,338,True,2,3,5,5,5,5,0,3,Gaming Phones
3234,22475,18,4,15,537.19,25718,5,0.78,4.0,2,6,0,196,False,3,4,4,4,3,7,0,1,Mid Range Phones
3235,30369,25,6,5,600.43,11374,1,1.53,3.0,2,0,0,768,False,1,2,3,3,2,6,3,0,Budget Phones
3236,44918,23,2,6,247.27,34670,0,3.67,3.0,1,5,0,212,True,3,3,3,2,3,0,2,2,Premium Phones
3237,26438,36,5,3,819.08,21435,2,5.7,3.0,1,1,3,133,False,3,2,2,4,2,2,1,2,Premium Phones
3238,12336,21,2,6,292.25,36023,4,0.93,2.0,1,3,1,1008,True,1,1,1,2,2,2,3,2,Premium Phones
3239,42419,18,1,10,928.08,5602,7,1.0,3.0,1,7,0,909,True,3,1,4,4,3,0,4,1,Mid Range Phones
3240,38117,24,6,13,381.33,9724,1,1.53,4.0,2,0,0,631,True,2,4,5,2,5,6,3,0,Budget Phones
3241,8300,51,6,5,471.38,30206,0,3.67,2.0,0,5,0,488,False,1,3,1,2,1,2,1,2,Premium Phones
3242,17192,30,5,3,464.79,42455,6,83.0,3.0,1,4,2,690,False,3,2,1,4,3,6,2,3,Gaming Phones
3243,31355,28,5,4,617.98,43672,6,83.0,4.0,2,4,2,769,True,5,3,5,3,4,3,2,3,Gaming Phones
3244,29895,29,3,8,883.46,45109,6,83.0,2.0,1,4,2,778,True,1,2,2,1,1,1,3,3,Gaming Phones
3245,6030,18,2,0,609.15,3801,7,1.0,3.0,1,7,0,149,True,2,4,3,1,4,2,2,1,Mid Range Phones
3246,21638,62,6,5,392.28,18516,5,0.78,1.0,0,6,0,292,True,1,1,2,1,1,5,4,2,Premium Phones
3247,10570,40,0,19,637.585,33785,0,3.67,3.0,1,5,0,440,True,2,2,4,3,2,2,0,2,Premium Phones
3248,6231,29,5,1,1266.45,35206,4,0.93,2.0,0,3,1,500,False,2,1,2,1,3,6,1,2,Premium Phones
3249,38406,30,0,20,1353.2,18516,4,0.93,2.0,0,3,1,415,True,1,2,3,2,3,0,2,2,Premium Phones
3250,9655,22,1,11,788.69,44676,6,83.0,4.0,2,4,2,474,True,4,2,2,3,5,10,4,3,Gaming Phones
3251,28524,18,3,7,695.83,20743,2,5.7,4.0,2,1,3,824,True,3,3,4,5,5,3,1,0,Budget Phones
3252,45636,29,6,5,268.37,24016,5,0.78,4.0,2,6,0,694,True,4,3,3,3,3,10,3,1,Mid Range Phones
3253,34351,42,5,4,674.73,4270,7,1.0,4.0,2,7,0,131,True,3,4,2,1,5,7,2,1,Mid Range Phones
3254,16719,29,6,13,212.3,17506,2,5.7,2.0,2,1,3,232,True,1,1,3,2,2,2,4,2,Premium Phones
3255,28013,38,0,18,637.585,22996,2,5.7,1.0,2,1,3,530,True,2,1,1,2,1,0,1,2,Premium Phones
3256,25958,28,5,3,1018.06,45677,6,83.0,3.0,1,4,2,537,True,2,4,3,3,2,2,3,3,Gaming Phones
3257,33884,33,6,5,299.75,24154,5,0.78,4.0,2,6,0,813,True,3,3,3,4,3,3,0,1,Mid Range Phones
3258,3496,46,1,12,522.62,42869,6,83.0,4.0,2,4,2,384,True,3,5,4,5,4,5,2,3,Gaming Phones
3259,15465,33,0,19,1428.35,904,7,1.0,3.0,1,7,0,618,True,2,4,2,3,3,1,4,1,Mid Range Phones
3260,44840,42,0,19,1166.36,33894,0,3.67,4.0,2,5,0,921,True,2,2,5,4,4,8,1,0,Budget Phones
3261,11680,34,4,16,194.86,23674,5,0.78,5.0,2,6,0,678,True,3,5,5,5,4,7,0,1,Mid Range Phones
3262,9281,19,2,6,335.11,41660,6,83.0,3.0,2,4,2,24,False,2,1,1,3,1,7,4,3,Gaming Phones
3263,37478,18,6,17,203.52,23698,5,0.78,2.0,1,6,0,662,False,3,2,2,2,1,4,2,2,Premium Phones
3264,43186,18,3,7,958.53,40029,4,0.93,4.0,2,3,1,140,False,2,3,3,4,4,3,1,0,Budget Phones
3265,34691,41,1,12,623.7,3901,7,1.0,4.0,2,7,0,872,True,2,3,4,5,5,6,2,1,Mid Range Phones
3266,29542,26,5,4,1265.11,40580,6,83.0,3.0,0,4,2,528,True,3,1,2,2,1,4,2,3,Gaming Phones
3267,17315,25,2,0,223.98,23798,5,0.78,2.0,1,6,0,265,True,2,2,2,2,1,2,4,2,Premium Phones
3268,22552,45,0,18,1284.67,18516,1,1.53,5.0,2,0,0,531,False,5,4,5,5,5,6,2,0,Budget Phones
3269,19215,28,2,0,792.02,27440,5,0.78,5.0,2,6,0,697,True,4,4,5,5,4,4,4,1,Mid Range Phones
3270,31563,22,2,6,627.94,26400,5,0.78,1.0,0,6,0,409,True,1,1,1,1,3,4,3,2,Premium Phones
3271,17304,19,6,13,342.04,9487,1,1.53,1.0,1,0,0,1042,True,1,2,1,1,1,3,3,2,Premium Phones
3272,21830,18,6,5,224.21,1146,7,1.0,2.0,0,7,0,497,True,1,1,4,1,1,1,1,2,Premium Phones
3273,30916,36,4,15,535.3,37540,4,0.93,5.0,2,3,1,229,True,5,3,5,5,4,3,4,0,Budget Phones
3274,26879,18,0,20,1406.58,40845,6,83.0,5.0,2,4,2,840,True,4,4,4,4,5,6,1,3,Gaming Phones
3275,19755,46,3,7,776.02,4889,7,1.0,3.0,1,7,0,75,True,3,4,4,3,3,5,4,1,Mid Range Phones
3276,43544,28,2,14,770.34,39164,4,0.93,1.0,0,3,1,686,True,1,1,1,1,1,1,0,2,Premium Phones
3277,34812,40,6,13,656.22,20473,2,5.7,1.0,0,1,3,290,True,1,1,1,1,1,4,1,2,Premium Phones
3278,36366,28,0,21,1401.86,18516,4,0.93,4.0,2,3,1,236,True,4,3,5,3,3,3,3,0,Budget Phones
3279,15918,31,6,13,445.19,2412,7,1.0,3.0,2,7,0,390,True,1,3,3,1,3,5,4,1,Mid Range Phones
